Match Number,Round Number,Date,Location,Home Team,Away Team,Result
284,6,2024-11-30 01:10:00,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,
285,6,2024-11-30 01:10:00,Kaseya Center,Miami Heat,Toronto Raptors,
286,6,2024-11-30 01:10:00,United Center,Chicago Bulls,Boston Celtics,
287,6,2024-11-30 03:10:00,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,
288,6,2024-11-30 03:10:00,Moda Center,Portland Trail Blazers,Sacramento Kings,
289,6,2024-11-30 23:10:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,
290,6,2024-12-01 00:10:00,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,
291,6,2024-12-01 01:10:00,Fiserv Forum,Milwaukee Bucks,Washington Wizards,
292,6,2024-12-01 02:10:00,Footprint Center,Phoenix Suns,Golden State Warriors,
293,6,2024-12-01 02:40:00,Delta Center,Utah Jazz,Dallas Mavericks,
294,6,2024-12-01 20:40:00,Barclays Center,Brooklyn Nets,Orlando Magic,
295,6,2024-12-01 20:40:00,FedExForum,Memphis Grizzlies,Indiana Pacers,
296,6,2024-12-01 23:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,
297,6,2024-12-01 23:10:00,Madison Square Garden,New York Knicks,New Orleans Pelicans,
298,6,2024-12-01 23:10:00,Scotiabank Arena,Toronto Raptors,Miami Heat,
299,6,2024-12-02 00:10:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,
300,6,2024-12-02 01:10:00,Delta Center,Utah Jazz,Los Angeles Lakers,
301,6,2024-12-02 02:10:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,
302,6,2024-12-02 02:10:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,
303,6,2024-12-02 03:10:00,Intuit Dome,LA Clippers,Denver Nuggets,
304,6,2024-12-03 00:40:00,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,
305,6,2024-12-03 00:40:00,TD Garden,Boston Celtics,Miami Heat,
306,6,2024-12-03 01:10:00,United Center,Chicago Bulls,Brooklyn Nets,
307,6,2024-12-03 01:10:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,
308,6,2024-12-04 00:10:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,
309,6,2024-12-04 00:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,
310,6,2024-12-04 00:10:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
311,6,2024-12-04 00:40:00,Madison Square Garden,New York Knicks,Orlando Magic,
312,6,2024-12-04 00:40:00,Scotiabank Arena,Toronto Raptors,Indiana Pacers,
314,6,2024-12-04 00:40:00,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,
313,6,2024-12-04 01:10:00,Paycom Center,Oklahoma City Thunder,Utah Jazz,
315,6,2024-12-04 02:10:00,Footprint Center,Phoenix Suns,San Antonio Spurs,
316,6,2024-12-04 03:10:00,Ball Arena,Denver Nuggets,Golden State Warriors,
317,6,2024-12-04 03:10:00,Golden 1 Center,Sacramento Kings,Houston Rockets,
318,6,2024-12-04 03:40:00,Intuit Dome,LA Clippers,Portland Trail Blazers,
319,7,2024-12-05 00:40:00,TD Garden,Boston Celtics,Detroit Pistons,
320,7,2024-12-05 00:40:00,Barclays Center,Brooklyn Nets,Indiana Pacers,
321,7,2024-12-05 00:40:00,Kaseya Center,Miami Heat,Los Angeles Lakers,
322,7,2024-12-05 00:40:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,
323,7,2024-12-05 01:10:00,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,
324,7,2024-12-05 03:40:00,Intuit Dome,LA Clippers,Minnesota Timberwolves,
325,7,2024-12-06 00:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Denver Nuggets,
326,7,2024-12-06 00:10:00,Capital One Arena,Washington Wizards,Dallas Mavericks,
327,7,2024-12-06 00:40:00,Madison Square Garden,New York Knicks,Charlotte Hornets,
328,7,2024-12-06 00:40:00,Scotiabank Arena,Toronto Raptors,Oklahoma City Thunder,
329,7,2024-12-06 01:10:00,FedExForum,Memphis Grizzlies,Sacramento Kings,
330,7,2024-12-06 01:10:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,
331,7,2024-12-06 01:10:00,Frost Bank Center,San Antonio Spurs,Chicago Bulls,
332,7,2024-12-06 03:10:00,Chase Center,Golden State Warriors,Houston Rockets,
333,7,2024-12-07 00:10:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,
334,7,2024-12-07 00:40:00,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,
335,7,2024-12-07 00:40:00,TD Garden,Boston Celtics,Milwaukee Bucks,
336,7,2024-12-07 01:10:00,United Center,Chicago Bulls,Indiana Pacers,
337,7,2024-12-07 01:10:00,Frost Bank Center,San Antonio Spurs,Sacramento Kings,
338,7,2024-12-07 03:10:00,Chase Center,Golden State Warriors,Minnesota Timberwolves,
339,7,2024-12-07 03:10:00,Moda Center,Portland Trail Blazers,Utah Jazz,
340,7,2024-12-07 18:10:00,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,
341,7,2024-12-08 00:10:00,Capital One Arena,Washington Wizards,Denver Nuggets,
342,7,2024-12-08 00:10:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,
343,7,2024-12-08 00:40:00,Madison Square Garden,New York Knicks,Detroit Pistons,
344,7,2024-12-08 00:40:00,Scotiabank Arena,Toronto Raptors,Dallas Mavericks,
345,7,2024-12-08 01:10:00,TD Garden,Boston Celtics,Memphis Grizzlies,
346,7,2024-12-08 01:10:00,Kaseya Center,Miami Heat,Phoenix Suns,
347,7,2024-12-08 18:10:00,United Center,Chicago Bulls,Philadelphia 76ers,
348,7,2024-12-08 20:40:00,Barclays Center,Brooklyn Nets,Milwaukee Bucks,
349,7,2024-12-08 22:10:00,Gainbridge Fieldhouse,Indiana Pacers,Charlotte Hornets,
350,7,2024-12-08 23:10:00,State Farm Arena,Atlanta Hawks,Denver Nuggets,
351,7,2024-12-08 23:10:00,Kaseya Center,Miami Heat,Cleveland Cavaliers,
352,7,2024-12-08 23:40:00,Kia Center,Orlando Magic,Phoenix Suns,
353,7,2024-12-09 00:10:00,Capital One Arena,Washington Wizards,Memphis Grizzlies,
354,7,2024-12-09 00:10:00,Frost Bank Center,San Antonio Spurs,New Orleans Pelicans,
355,7,2024-12-09 01:40:00,Chase Center,Golden State Warriors,Minnesota Timberwolves,
356,7,2024-12-09 02:10:00,Intuit Dome,LA Clippers,Houston Rockets,
357,7,2024-12-09 02:10:00,Golden 1 Center,Sacramento Kings,Utah Jazz,
358,7,2024-12-09 02:40:00,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,
359,7,2024-12-10 00:40:00,Scotiabank Arena,Toronto Raptors,New York Knicks,
360,8,2024-12-20 00:10:00,Little Caesars Arena,Detroit Pistons,Utah Jazz,
361,8,2024-12-20 00:10:00,Kia Center,Orlando Magic,Oklahoma City Thunder,
362,8,2024-12-20 00:10:00,Capital One Arena,Washington Wizards,Charlotte Hornets,
363,8,2024-12-20 00:40:00,TD Garden,Boston Celtics,Chicago Bulls,
364,8,2024-12-20 00:40:00,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,
365,8,2024-12-20 01:10:00,Toyota Center,Houston Rockets,New Orleans Pelicans,
366,8,2024-12-20 01:10:00,FedExForum,Memphis Grizzlies,Golden State Warriors,
370,8,2024-12-20 01:10:00,Frost Bank Center,San Antonio Spurs,Atlanta Hawks,
368,8,2024-12-20 01:40:00,American Airlines Center,Dallas Mavericks,LA Clippers,
369,8,2024-12-20 02:10:00,Footprint Center,Phoenix Suns,Indiana Pacers,
367,8,2024-12-20 02:40:00,Target Center,Minnesota Timberwolves,New York Knicks,
371,8,2024-12-20 03:10:00,Moda Center,Portland Trail Blazers,Denver Nuggets,
372,8,2024-12-20 03:10:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,
373,8,2024-12-21 00:10:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,
374,8,2024-12-21 00:40:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,
375,8,2024-12-21 01:10:00,Kaseya Center,Miami Heat,Oklahoma City Thunder,
376,8,2024-12-21 23:10:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,
377,8,2024-12-22 00:10:00,Kia Center,Orlando Magic,Miami Heat,
378,8,2024-12-22 00:40:00,State Farm Arena,Atlanta Hawks,Memphis Grizzlies,
379,8,2024-12-22 00:40:00,Barclays Center,Brooklyn Nets,Utah Jazz,
380,8,2024-12-22 01:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,
381,8,2024-12-22 01:10:00,United Center,Chicago Bulls,Boston Celtics,
382,8,2024-12-22 01:10:00,Fiserv Forum,Milwaukee Bucks,Washington Wizards,
383,8,2024-12-22 01:10:00,Target Center,Minnesota Timberwolves,Golden State Warriors,
384,8,2024-12-22 01:10:00,Smoothie King Center,New Orleans Pelicans,New York Knicks,
385,8,2024-12-22 01:40:00,American Airlines Center,Dallas Mavericks,LA Clippers,
386,8,2024-12-22 01:40:00,Frost Bank Center,San Antonio Spurs,Portland Trail Blazers,
387,8,2024-12-22 02:10:00,Footprint Center,Phoenix Suns,Detroit Pistons,
388,8,2024-12-22 23:10:00,Scotiabank Arena,Toronto Raptors,Houston Rockets,
389,8,2024-12-22 23:10:00,Golden 1 Center,Sacramento Kings,Indiana Pacers,
390,8,2024-12-23 00:10:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,
391,8,2024-12-24 00:10:00,Spectrum Center,Charlotte Hornets,Houston Rockets,
392,8,2024-12-24 00:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Utah Jazz,
393,8,2024-12-24 00:10:00,Kia Center,Orlando Magic,Boston Celtics,
394,8,2024-12-24 00:10:00,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,
395,8,2024-12-24 00:40:00,State Farm Arena,Atlanta Hawks,Minnesota Timberwolves,
396,8,2024-12-24 00:40:00,Kaseya Center,Miami Heat,Brooklyn Nets,
397,8,2024-12-24 00:40:00,Madison Square Garden,New York Knicks,Toronto Raptors,
398,8,2024-12-24 01:10:00,United Center,Chicago Bulls,Milwaukee Bucks,
399,8,2024-12-24 01:10:00,FedExForum,Memphis Grizzlies,LA Clippers,
400,8,2024-12-24 01:10:00,Paycom Center,Oklahoma City Thunder,Washington Wizards,
401,8,2024-12-24 01:40:00,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,
402,8,2024-12-24 03:10:00,Ball Arena,Denver Nuggets,Phoenix Suns,
403,8,2024-12-24 03:10:00,Chase Center,Golden State Warriors,Indiana Pacers,
404,8,2024-12-24 03:40:00,Crypto.com Arena,Los Angeles Lakers,Detroit Pistons,
405,9,2024-12-25 17:10:00,Madison Square Garden,New York Knicks,San Antonio Spurs,
406,9,2024-12-25 19:40:00,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,
407,9,2024-12-25 22:10:00,TD Garden,Boston Celtics,Philadelphia 76ers,
408,9,2024-12-26 01:10:00,Chase Center,Golden State Warriors,Los Angeles Lakers,
409,9,2024-12-26 03:40:00,Footprint Center,Phoenix Suns,Denver Nuggets,
410,9,2024-12-27 00:10:00,Gainbridge Fieldhouse,Indiana Pacers,Oklahoma City Thunder,
411,9,2024-12-27 00:10:00,Kia Center,Orlando Magic,Miami Heat,
412,9,2024-12-27 00:10:00,Capital One Arena,Washington Wizards,Charlotte Hornets,
413,9,2024-12-27 00:40:00,State Farm Arena,Atlanta Hawks,Chicago Bulls,
414,9,2024-12-27 01:10:00,FedExForum,Memphis Grizzlies,Toronto Raptors,
415,9,2024-12-27 01:10:00,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,
416,9,2024-12-27 01:10:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,
417,9,2024-12-27 03:10:00,Moda Center,Portland Trail Blazers,Utah Jazz,
418,9,2024-12-27 03:10:00,Golden 1 Center,Sacramento Kings,Detroit Pistons,
419,9,2024-12-28 00:10:00,Kia Center,Orlando Magic,New York Knicks,
420,9,2024-12-28 00:40:00,TD Garden,Boston Celtics,Indiana Pacers,
421,9,2024-12-28 00:40:00,Barclays Center,Brooklyn Nets,San Antonio Spurs,
422,9,2024-12-28 01:10:00,Toyota Center,Houston Rockets,Minnesota Timberwolves,
423,9,2024-12-28 01:10:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,
424,9,2024-12-28 02:10:00,Ball Arena,Denver Nuggets,Cleveland Cavaliers,
425,9,2024-12-28 02:10:00,Footprint Center,Phoenix Suns,Dallas Mavericks,
426,9,2024-12-28 03:10:00,Intuit Dome,LA Clippers,Golden State Warriors,
427,9,2024-12-28 20:10:00,State Farm Arena,Atlanta Hawks,Miami Heat,
428,9,2024-12-28 23:10:00,Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,
429,9,2024-12-29 00:10:00,Capital One Arena,Washington Wizards,New York Knicks,
430,9,2024-12-29 01:10:00,United Center,Chicago Bulls,Milwaukee Bucks,
431,9,2024-12-29 01:40:00,Chase Center,Golden State Warriors,Phoenix Suns,
432,9,2024-12-29 02:10:00,Ball Arena,Denver Nuggets,Detroit Pistons,
433,9,2024-12-29 02:40:00,Delta Center,Utah Jazz,Philadelphia 76ers,
434,9,2024-12-29 03:10:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,
435,9,2024-12-29 03:40:00,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,
436,9,2024-12-29 20:40:00,Kia Center,Orlando Magic,Brooklyn Nets,
437,9,2024-12-29 23:10:00,TD Garden,Boston Celtics,Indiana Pacers,
438,9,2024-12-29 23:10:00,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,
439,9,2024-12-30 00:10:00,Toyota Center,Houston Rockets,Miami Heat,
440,9,2024-12-30 00:10:00,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,
441,9,2024-12-30 01:10:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,
442,9,2024-12-31 00:10:00,Spectrum Center,Charlotte Hornets,Chicago Bulls,
443,9,2024-12-31 00:10:00,Capital One Arena,Washington Wizards,New York Knicks,
444,9,2024-12-31 01:10:00,Smoothie King Center,New Orleans Pelicans,LA Clippers,
445,9,2024-12-31 02:10:00,Delta Center,Utah Jazz,Denver Nuggets,
446,9,2024-12-31 03:10:00,Chase Center,Golden State Warriors,Cleveland Cavaliers,
447,9,2024-12-31 03:10:00,Moda Center,Portland Trail Blazers,Philadelphia 76ers,
448,9,2024-12-31 03:10:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,
449,9,2024-12-31 20:10:00,TD Garden,Boston Celtics,Toronto Raptors,
450,9,2024-12-31 20:10:00,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,
451,9,2025-01-01 00:10:00,Frost Bank Center,San Antonio Spurs,LA Clippers,
452,9,2025-01-01 01:10:00,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,
453,9,2025-01-01 02:10:00,Footprint Center,Phoenix Suns,Memphis Grizzlies,
454,9,2025-01-01 02:10:00,Crypto.com Arena,Los Angeles Lakers,Cleveland Cavaliers,
455,10,2025-01-02 00:10:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,
456,10,2025-01-02 00:10:00,Capital One Arena,Washington Wizards,Chicago Bulls,
457,10,2025-01-02 00:40:00,Kaseya Center,Miami Heat,New Orleans Pelicans,
458,10,2025-01-02 00:40:00,Madison Square Garden,New York Knicks,Utah Jazz,
459,10,2025-01-02 00:40:00,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,
460,10,2025-01-02 01:10:00,Toyota Center,Houston Rockets,Dallas Mavericks,
461,10,2025-01-02 02:10:00,Ball Arena,Denver Nuggets,Atlanta Hawks,
462,10,2025-01-02 03:10:00,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,
463,10,2025-01-03 00:40:00,Kaseya Center,Miami Heat,Indiana Pacers,
464,10,2025-01-03 00:40:00,Target Center,Minnesota Timberwolves,Boston Celtics,
465,10,2025-01-03 01:10:00,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,
466,10,2025-01-03 01:10:00,Paycom Center,Oklahoma City Thunder,LA Clippers,
467,10,2025-01-03 03:10:00,Chase Center,Golden State Warriors,Philadelphia 76ers,
468,10,2025-01-03 03:40:00,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,
469,10,2025-01-04 00:10:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,
470,10,2025-01-04 00:40:00,Scotiabank Arena,Toronto Raptors,Orlando Magic,
471,10,2025-01-04 01:10:00,Toyota Center,Houston Rockets,Boston Celtics,
472,10,2025-01-04 01:10:00,Smoothie King Center,New Orleans Pelicans,Washington Wizards,
473,10,2025-01-04 01:10:00,Paycom Center,Oklahoma City Thunder,New York Knicks,
474,10,2025-01-04 01:40:00,American Airlines Center,Dallas Mavericks,Cleveland Cavaliers,
475,10,2025-01-04 02:10:00,Ball Arena,Denver Nuggets,San Antonio Spurs,
476,10,2025-01-04 03:10:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,
477,10,2025-01-04 03:40:00,Crypto.com Arena,Los Angeles Lakers,Atlanta Hawks,
478,10,2025-01-04 23:10:00,Barclays Center,Brooklyn Nets,Philadelphia 76ers,
479,10,2025-01-05 00:10:00,Little Caesars Arena,Detroit Pistons,Minnesota Timberwolves,
480,10,2025-01-05 00:10:00,Gainbridge Fieldhouse,Indiana Pacers,Phoenix Suns,
481,10,2025-01-05 01:10:00,Kaseya Center,Miami Heat,Utah Jazz,
482,10,2025-01-05 01:10:00,United Center,Chicago Bulls,New York Knicks,
483,10,2025-01-05 01:10:00,Fiserv Forum,Milwaukee Bucks,Portland Trail Blazers,
484,10,2025-01-05 01:10:00,Frost Bank Center,San Antonio Spurs,Denver Nuggets,
485,10,2025-01-05 01:40:00,Chase Center,Golden State Warriors,Memphis Grizzlies,
486,10,2025-01-05 03:40:00,Intuit Dome,LA Clippers,Atlanta Hawks,
487,10,2025-01-05 20:40:00,Paycom Center,Oklahoma City Thunder,Boston Celtics,
488,10,2025-01-05 23:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,
489,10,2025-01-05 23:10:00,Capital One Arena,Washington Wizards,New Orleans Pelicans,
490,10,2025-01-05 23:40:00,Kia Center,Orlando Magic,Utah Jazz,
491,10,2025-01-06 00:10:00,Toyota Center,Houston Rockets,Los Angeles Lakers,
492,10,2025-01-06 01:40:00,Chase Center,Golden State Warriors,Sacramento Kings,
493,10,2025-01-07 00:10:00,Little Caesars Arena,Detroit Pistons,Portland Trail Blazers,
494,10,2025-01-07 00:10:00,Wells Fargo Center,Philadelphia 76ers,Phoenix Suns,
495,10,2025-01-07 00:40:00,Barclays Center,Brooklyn Nets,Indiana Pacers,
496,10,2025-01-07 00:40:00,Madison Square Garden,New York Knicks,Orlando Magic,
497,10,2025-01-07 00:40:00,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,
498,10,2025-01-07 01:10:00,United Center,Chicago Bulls,San Antonio Spurs,
499,10,2025-01-07 01:10:00,FedExForum,Memphis Grizzlies,Dallas Mavericks,
500,10,2025-01-07 01:10:00,Target Center,Minnesota Timberwolves,LA Clippers,
501,10,2025-01-07 03:10:00,Golden 1 Center,Sacramento Kings,Miami Heat,
502,10,2025-01-08 00:10:00,Spectrum Center,Charlotte Hornets,Phoenix Suns,
503,10,2025-01-08 00:10:00,Capital One Arena,Washington Wizards,Houston Rockets,
504,10,2025-01-08 00:40:00,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,
505,10,2025-01-08 01:10:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,
506,10,2025-01-08 02:10:00,Delta Center,Utah Jazz,Atlanta Hawks,
507,10,2025-01-08 03:10:00,Ball Arena,Denver Nuggets,Boston Celtics,
508,10,2025-01-08 03:10:00,Chase Center,Golden State Warriors,Miami Heat,
509,11,2025-01-09 00:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Oklahoma City Thunder,
510,11,2025-01-09 00:10:00,Gainbridge Fieldhouse,Indiana Pacers,Chicago Bulls,
511,11,2025-01-09 00:10:00,Madison Square Garden,New York Knicks,Toronto Raptors,
512,11,2025-01-09 00:10:00,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,
513,11,2025-01-09 00:40:00,Barclays Center,Brooklyn Nets,Detroit Pistons,
514,11,2025-01-09 01:10:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,
515,11,2025-01-09 02:10:00,Ball Arena,Denver Nuggets,LA Clippers,
516,11,2025-01-09 02:40:00,Fiserv Forum,Milwaukee Bucks,San Antonio Spurs,
517,11,2025-01-10 00:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,
518,11,2025-01-10 00:10:00,Little Caesars Arena,Detroit Pistons,Golden State Warriors,
519,11,2025-01-10 00:10:00,Kia Center,Orlando Magic,Minnesota Timberwolves,
520,11,2025-01-10 01:10:00,FedExForum,Memphis Grizzlies,Houston Rockets,
521,11,2025-01-10 01:40:00,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,
522,11,2025-01-10 02:10:00,Footprint Center,Phoenix Suns,Atlanta Hawks,
523,11,2025-01-10 02:10:00,Delta Center,Utah Jazz,Miami Heat,
524,11,2025-01-10 03:40:00,Crypto.com Arena,Los Angeles Lakers,Charlotte Hornets,
525,11,2025-01-11 00:10:00,Gainbridge Fieldhouse,Indiana Pacers,Golden State Warriors,
526,11,2025-01-11 00:10:00,Kia Center,Orlando Magic,Milwaukee Bucks,
527,11,2025-01-11 00:10:00,Wells Fargo Center,Philadelphia 76ers,New Orleans Pelicans,
528,11,2025-01-11 00:40:00,TD Garden,Boston Celtics,Sacramento Kings,
529,11,2025-01-11 00:40:00,Madison Square Garden,New York Knicks,Oklahoma City Thunder,
530,11,2025-01-11 01:10:00,United Center,Chicago Bulls,Washington Wizards,
531,11,2025-01-11 02:10:00,Ball Arena,Denver Nuggets,Brooklyn Nets,
532,11,2025-01-11 20:10:00,State Farm Arena,Atlanta Hawks,Houston Rockets,
533,11,2025-01-11 22:10:00,Footprint Center,Phoenix Suns,Utah Jazz,
534,11,2025-01-12 00:10:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,
535,11,2025-01-12 01:10:00,Target Center,Minnesota Timberwolves,Memphis Grizzlies,
536,11,2025-01-12 03:10:00,Moda Center,Portland Trail Blazers,Miami Heat,
537,11,2025-01-12 03:40:00,Crypto.com Arena,Los Angeles Lakers,San Antonio Spurs,
538,11,2025-01-12 03:40:00,Intuit Dome,LA Clippers,Charlotte Hornets,
539,11,2025-01-12 20:10:00,Madison Square Garden,New York Knicks,Milwaukee Bucks,
540,11,2025-01-12 20:10:00,American Airlines Center,Dallas Mavericks,Denver Nuggets,
541,11,2025-01-12 20:40:00,United Center,Chicago Bulls,Sacramento Kings,
542,11,2025-01-12 23:10:00,TD Garden,Boston Celtics,New Orleans Pelicans,
543,11,2025-01-12 23:10:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,
544,11,2025-01-12 23:10:00,Kia Center,Orlando Magic,Philadelphia 76ers,
545,11,2025-01-12 23:10:00,Capital One Arena,Washington Wizards,Oklahoma City Thunder,
546,11,2025-01-13 01:10:00,Delta Center,Utah Jazz,Brooklyn Nets,
547,11,2025-01-13 02:10:00,Footprint Center,Phoenix Suns,Charlotte Hornets,
548,11,2025-01-14 00:10:00,Capital One Arena,Washington Wizards,Minnesota Timberwolves,
549,11,2025-01-14 00:40:00,Madison Square Garden,New York Knicks,Detroit Pistons,
550,11,2025-01-14 00:40:00,Scotiabank Arena,Toronto Raptors,Golden State Warriors,
551,11,2025-01-14 01:10:00,Toyota Center,Houston Rockets,Memphis Grizzlies,
552,11,2025-01-14 03:40:00,Crypto.com Arena,Los Angeles Lakers,San Antonio Spurs,
553,11,2025-01-14 03:40:00,Intuit Dome,LA Clippers,Miami Heat,
554,11,2025-01-15 00:10:00,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,
555,11,2025-01-15 00:10:00,Wells Fargo Center,Philadelphia 76ers,Oklahoma City Thunder,
556,11,2025-01-15 00:40:00,State Farm Arena,Atlanta Hawks,Phoenix Suns,
557,11,2025-01-15 01:10:00,United Center,Chicago Bulls,New Orleans Pelicans,
558,11,2025-01-15 01:10:00,Fiserv Forum,Milwaukee Bucks,Sacramento Kings,
559,11,2025-01-15 02:40:00,American Airlines Center,Dallas Mavericks,Denver Nuggets,
560,11,2025-01-15 03:10:00,Moda Center,Portland Trail Blazers,Brooklyn Nets,
561,12,2025-01-16 00:40:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,
562,12,2025-01-16 00:40:00,Scotiabank Arena,Toronto Raptors,Boston Celtics,
563,12,2025-01-16 01:10:00,United Center,Chicago Bulls,Atlanta Hawks,
564,12,2025-01-16 01:10:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,
565,12,2025-01-16 01:10:00,Target Center,Minnesota Timberwolves,Golden State Warriors,
566,12,2025-01-16 01:10:00,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,
567,12,2025-01-16 01:10:00,Frost Bank Center,San Antonio Spurs,Memphis Grizzlies,
568,12,2025-01-16 02:10:00,Ball Arena,Denver Nuggets,Houston Rockets,
569,12,2025-01-16 02:10:00,Delta Center,Utah Jazz,Charlotte Hornets,
570,12,2025-01-16 03:10:00,Crypto.com Arena,Los Angeles Lakers,Miami Heat,
571,12,2025-01-16 03:40:00,Intuit Dome,LA Clippers,Brooklyn Nets,
572,12,2025-01-17 00:10:00,Little Caesars Arena,Detroit Pistons,Indiana Pacers,
573,12,2025-01-17 00:40:00,Capital One Arena,Washington Wizards,Phoenix Suns,
574,12,2025-01-17 01:10:00,Paycom Center,Oklahoma City Thunder,Cleveland Cavaliers,
575,12,2025-01-17 03:10:00,Moda Center,Portland Trail Blazers,LA Clippers,
576,12,2025-01-17 03:10:00,Golden 1 Center,Sacramento Kings,Houston Rockets,
577,12,2025-01-18 00:10:00,TD Garden,Boston Celtics,Orlando Magic,
578,12,2025-01-18 00:40:00,Madison Square Garden,New York Knicks,Minnesota Timberwolves,
579,12,2025-01-18 01:10:00,Kaseya Center,Miami Heat,Denver Nuggets,
580,12,2025-01-18 01:10:00,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,
581,12,2025-01-18 01:10:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,
582,12,2025-01-18 01:10:00,Frost Bank Center,San Antonio Spurs,Memphis Grizzlies,
583,12,2025-01-18 01:40:00,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,
584,12,2025-01-18 02:40:00,United Center,Chicago Bulls,Charlotte Hornets,
585,12,2025-01-18 03:40:00,Crypto.com Arena,Los Angeles Lakers,Brooklyn Nets,
586,12,2025-01-18 22:10:00,Little Caesars Arena,Detroit Pistons,Phoenix Suns,
587,12,2025-01-19 00:10:00,TD Garden,Boston Celtics,Atlanta Hawks,
588,12,2025-01-19 00:10:00,Gainbridge Fieldhouse,Indiana Pacers,Philadelphia 76ers,
589,12,2025-01-19 01:40:00,Chase Center,Golden State Warriors,Washington Wizards,
590,12,2025-01-19 02:10:00,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,
591,12,2025-01-19 03:10:00,Moda Center,Portland Trail Blazers,Houston Rockets,
592,12,2025-01-19 20:10:00,Kaseya Center,Miami Heat,San Antonio Spurs,
593,12,2025-01-19 23:10:00,Kia Center,Orlando Magic,Denver Nuggets,
