Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1151,22,2025-04-08T23:40:00Z,Madison Square Garden,New York Knicks,Boston Celtics,
1152,22,2025-04-09T00:10:00Z,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,
1153,22,2025-04-09T00:10:00Z,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,
1154,22,2025-04-09T02:10:00Z,Footprint Center,Phoenix Suns,Golden State Warriors,
1155,22,2025-04-09T02:40:00Z,Intuit Dome,Los Angeles Clippers,San Antonio Spurs,
1156,23,2025-04-09T23:10:00Z,Kia Center,Orlando Magic,Boston Celtics,
1157,23,2025-04-09T23:10:00Z,Capital One Arena,Washington Wizards,Philadelphia 76ers,
1158,23,2025-04-09T23:40:00Z,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,
1159,23,2025-04-09T23:40:00Z,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,
1160,23,2025-04-10T00:10:00Z,United Center,Chicago Bulls,Miami Heat,
1161,23,2025-04-10T00:10:00Z,Fiserv Forum,Milwaukee Bucks,New Orleans Pelicans,
1162,23,2025-04-10T01:10:00Z,Delta Center,Utah Jazz,Portland Trail Blazers,
1163,23,2025-04-10T02:10:00Z,Chase Center,Golden State Warriors,San Antonio Spurs,
1164,23,2025-04-10T02:10:00Z,Footprint Center,Phoenix Suns,Oklahoma City Thunder,
1165,23,2025-04-10T02:10:00Z,Golden 1 Center,Sacramento Kings,Denver Nuggets,
1166,23,2025-04-10T02:40:00Z,Intuit Dome,Los Angeles Clippers,Houston Rockets,
1167,23,2025-04-10T23:10:00Z,Little Caesars Arena,Detroit Pistons,New York Knicks,
1168,23,2025-04-10T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,
1169,23,2025-04-10T23:40:00Z,Barclays Center,Brooklyn Nets,Atlanta Hawks,
1170,23,2025-04-11T01:40:00Z,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,
1171,23,2025-04-11T23:10:00Z,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
1172,23,2025-04-11T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,
1173,23,2025-04-11T23:10:00Z,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,
1174,23,2025-04-11T23:40:00Z,TD Garden,Boston Celtics,Charlotte Hornets,
1175,23,2025-04-11T23:40:00Z,Madison Square Garden,New York Knicks,Cleveland Cavaliers,
1176,23,2025-04-12T00:10:00Z,United Center,Chicago Bulls,Washington Wizards,
1177,23,2025-04-12T00:10:00Z,Smoothie King Center,New Orleans Pelicans,Miami Heat,
1178,23,2025-04-12T00:40:00Z,American Airlines Center,Dallas Mavericks,Toronto Raptors,
1179,23,2025-04-12T01:10:00Z,Target Center,Minnesota Timberwolves,Brooklyn Nets,
1180,23,2025-04-12T01:10:00Z,Ball Arena,Denver Nuggets,Memphis Grizzlies,
1181,23,2025-04-12T01:40:00Z,Delta Center,Utah Jazz,Oklahoma City Thunder,
1182,23,2025-04-12T02:10:00Z,Footprint Center,Phoenix Suns,San Antonio Spurs,
1183,23,2025-04-12T02:10:00Z,Moda Center,Portland Trail Blazers,Golden State Warriors,
1184,23,2025-04-12T02:10:00Z,Golden 1 Center,Sacramento Kings,Los Angeles Clippers,
1185,23,2025-04-12T02:40:00Z,Crypto.com Arena,Los Angeles Lakers,Houston Rockets,
1186,23,2025-04-13T17:10:00Z,State Farm Arena,Atlanta Hawks,Orlando Magic,
1187,23,2025-04-13T17:10:00Z,TD Garden,Boston Celtics,Charlotte Hornets,
1188,23,2025-04-13T17:10:00Z,Barclays Center,Brooklyn Nets,New York Knicks,
1189,23,2025-04-13T17:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,
1190,23,2025-04-13T17:10:00Z,Kaseya Center,Miami Heat,Washington Wizards,
1191,23,2025-04-13T17:10:00Z,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,
1192,23,2025-04-13T17:10:00Z,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,
1193,23,2025-04-13T19:40:00Z,Toyota Center,Houston Rockets,Denver Nuggets,
1194,23,2025-04-13T19:40:00Z,FedExForum,Memphis Grizzlies,Dallas Mavericks,
1195,23,2025-04-13T19:40:00Z,Target Center,Minnesota Timberwolves,Utah Jazz,
1196,23,2025-04-13T19:40:00Z,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,
1197,23,2025-04-13T19:40:00Z,Frost Bank Center,San Antonio Spurs,Toronto Raptors,
1198,23,2025-04-13T19:40:00Z,Chase Center,Golden State Warriors,Los Angeles Clippers,
1199,23,2025-04-13T19:40:00Z,Moda Center,Portland Trail Blazers,Los Angeles Lakers,
1200,23,2025-04-13T19:40:00Z,Golden 1 Center,Sacramento Kings,Phoenix Suns,
